'girls,girl
girl's,girl
girls',girl
girls,girl
girlz,girl
boy's,boy
boys',boy
boys,boy
men's,man
mens',man
mens,mam
men,man
women's,woman
womens',woman
womens,woman
women,woman
kid's,kid
kids',kid
kids,kid
children's,kid
childrens',kid
childrens,kid
children,kid
child,kid
bras,bra
bicycles,bike
bicycle,bike
bikes,bike
refrigerator,fridge
refrigirator,fridge
freezer,fridge
memories,memory
fragance,perfume
fragrance,perfume
cologne,perfume
anime,animal
assassinss,assassin
assassin's,assassin
assassins,assassin
bedspreads,bedspread
shoppe,shop
extenal,external
knives,knife
kitty's,kitty
levi's,levi
squared,square
rachel,rachael
rechargable,rechargeable
batteries,battery
seiko's,seiko
ounce,oz
